Year,Number,Ruolo Gen. Nr.,Oggetto,Giudice,Valore della causa,Stato del fascicolo,Data di Citazione 1° udienza,SENTENZA DEFINITIVA Nr.,Esito,Importo liquidato,Tipo,DECRETO INGIUNTIVO Nr.,SENTENZA NON DEFINITIVA Nr.,Rif. atto impugnato,Importo richiesto,Prossima udienza
1995,240,240/1995  iscritto al ruolo il 14/07/1995,OR - 145009 - Azioni  di  competenza  del Giudice di  Pace in materia  di risarcimento danno,SANTACROCE  CESARE sezione: 5 aula: 1 - C3,"Euro  0,00",CANCELLATO,18/07/1995,,,,,,,,,
1995,241,241/1995  iscritto al  ruolo il 14/07/1995,OR - 101003 - Opposizione di terzo ex artt. 404 e ss. c.p.c.,REGARD ELENA sezione: 7 aula: 3 - A22,"Euro 0,00",PROCEDIMENTO DEFINITO,13/11/1995,1098/1996 pubblicata il 27/05/1996,Sentenza di merito/Rigetto,,,,,,,
1995,242,242/1995 iscritto al ruolo il 14/07/1995,OR - 145009 - Azioni di  competenza del  Giudice di Pace  in  materia di  risarcimento danno,CARIDI ANTONINO sezione: 6 aula: 2 - D15,"Euro 0,00",CANCELLATO,12/10/1995,,,,,,,,,
1995,243,243/1995 iscritto al ruolo  il 14/07/1995,OR - 140999 - Altri  contratti  tipici ed obbligazioni non rientranti  nelle altre  materie,CONSOLI GAETANO sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,31/07/1995,,,,,,,,,
1995,244,244/1995 iscritto al  ruolo il 14/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti  nelle altre materie,CONSOLI GAETANO sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,31/07/1995,,,,,,,,,
1995,245,245/1995 iscritto al ruolo  il 14/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti nelle  altre materie,CONSOLI  GAETANO sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,31/07/1995,,,,,,,,,
1995,246,246/1995 iscritto al  ruolo  il 14/07/1995,OR - 101003 - Opposizione di terzo  ex artt. 404  e ss. c.p.c.,CORSI FRANCO  sezione: 6 aula: 2 - A14,"Euro 0,00",PROCEDIMENTO  DEFINITO,9/10/1995,,,,,,,,,
1995,247,247/1995  iscritto al ruolo il 14/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle  altre materie,CORTESE GIORGIO sezione: 6 aula: 2 - D12,"Euro  0,00",PROCEDIMENTO DEFINITO,18/10/1995,13/1996 pubblicata il 04/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,248,248/1995  iscritto al ruolo il 14/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,GALLI ALESSANDRA sezione: 6 aula: -,"Euro 0,00",CANCELLATO,17/10/1995,,,,,,,,,
1995,249,249/1995  iscritto al  ruolo il 14/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti  nelle altre materie,DE TOMA  MAGDA sezione: 6 aula: 2 - D17,"Euro 0,00",CANCELLATO,13/10/1995,,,,,,,,,
1995,250,250/1995  iscritto  al ruolo il 14/07/1995,OR - 140999 - Altri  contratti  tipici ed obbligazioni non rientranti nelle altre materie,DE TOMA MAGDA sezione: 6 aula: 2 - D17,"Euro  0,00",PROCEDIMENTO DEFINITO,13/10/1995,291/1995 pubblicata il 18/11/1995,Sentenza di merito/Rigetto,,,,,,,
1995,251,251/1995 iscritto  al ruolo il 14/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia  di  risarcimento danno,CHIONO MARIA LUISA sezione: 3 aula: 3 - C20,"Euro  0,00",CANCELLATO,8/11/1995,,,,,,,,,
1995,252,252/1995 iscritto al ruolo  il 15/07/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non rientranti nelle  altre  materie,LUCA GIOVANNI  sezione: 6 aula: -,"Euro 0,00",CANCELLATO,20/09/1995,,,,,,,,,
1995,253,253/1995 iscritto al ruolo  il 15/07/1995,OR - 145999 - Altre ipotesi di  responsabilita' Extracontr. non ricomprese nelle altre  materie (art.  2043),GURRISI SALVATORE  sezione: 6 aula: -,"Euro 0,00",CANCELLATO,26/07/1995,,,,,,,,,
1995,254,254/1995 iscritto al ruolo il 17/07/1995,OR - 130099 - Rapporti condominiali,DI CASTRI LUIGI sezione: 2 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,28/09/1995,,,,,,,,,
1995,255,255/1995 iscritto al  ruolo  il 17/07/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non  rientranti nelle  altre  materie,ANTRO ANDREA MARIA sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,24/07/1995,,,,,,,,,
1995,256,256/1995 iscritto al ruolo  il 18/07/1995,OR - 145009 - Azioni di  competenza del Giudice  di Pace  in  materia di risarcimento danno,SIRACUSA  GIOSUE' sezione: 5 aula: 1 - C7,"Euro 0,00",PROCEDIMENTO DEFINITO,28/11/1995,1909/1996 pubblicata il 08/10/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,257,257/1995 iscritto al ruolo il 18/07/1995,OR - 145009 - Azioni di competenza del Giudice  di Pace  in  materia di risarcimento danno,SORIENTE CARLO sezione: 5,"Euro 0,00",CANCELLATO,24/11/1995,,,,,,,,,
1995,258,258/1995 iscritto al ruolo il 18/07/1995,OR - 140999 - Altri  contratti tipici ed obbligazioni  non  rientranti nelle altre materie,BATTAGLIA ROSA sezione: 6 aula: 2 - D13,"Euro 0,00",CANCELLATO,8/11/1995,,,,,,,,,
1995,259,259/1995  iscritto al ruolo il 18/07/1995,OR - 101003 - Opposizione di terzo ex artt.  404 e ss. c.p.c.,ARNEODO  SEVERINA  sezione: 6 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,31/10/1995,6/1996 pubblicata il 02/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,260,260/1995  iscritto al  ruolo il 18/07/1995,OR - 145009 - Azioni  di  competenza del Giudice  di Pace in materia di  risarcimento danno,TRAINA SALVATORE  sezione: 5 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,26/07/1995,,,,,,,,,
1995,261,261/1995 iscritto al ruolo il 18/07/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace  in  materia di risarcimento danno,TRINCANATO PATRIZIO sezione: 5 aula: -,"Euro 0,00",CANCELLATO,26/07/1995,,,,,,,,,
1995,262,262/1995 iscritto al  ruolo il 18/07/1995,OR - 145009 - Azioni  di competenza del  Giudice di Pace  in materia di risarcimento danno,VECCHI  GAETANO sezione: 5 aula: 1 - C3,"Euro 0,00",CANCELLATO,25/07/1995,,,,,,,,,
1995,263,263/1995  iscritto al ruolo  il 18/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia di risarcimento  danno,VEGLIA  MARIA  LUISA sezione: 5 aula: 1 - C3,"Euro 0,00",PROCEDIMENTO  DEFINITO,26/07/1995,31/1996 pubblicata il 15/01/1996,Sentenza di merito/Rigetto,,,,,,,
1995,264,264/1995  iscritto al ruolo il 18/07/1995,OR - 145009 - Azioni di  competenza  del Giudice di  Pace  in materia di risarcimento danno,CAVAGNERO LIDIA sezione: 3 aula: -,"Euro 0,00",CANCELLATO,26/07/1995,,,,,,,,,
1995,265,265/1995  iscritto  al ruolo il 19/07/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti  nelle altre materie,BOCCALATTE MARZIANO sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,24/07/1995,95/1995 pubblicata il 14/10/1995,Sentenza di merito/Rigetto,,,,,,,
1995,266,266/1995  iscritto  al ruolo il 19/07/1995,OR - 145999 - Altre ipotesi  di responsabilita' Extracontr. non ricomprese nelle altre  materie (art. 2043),BOUVET  MICHELE sezione: 6 aula: -,"Euro  0,00",CANCELLATO,25/07/1995,,,,,,,,,
1995,267,267/1995 iscritto al ruolo il 19/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti  nelle altre  materie,PALASCIANO NORBERTO sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,25/07/1995,,,,,,,,,
1995,268,268/1995 iscritto al ruolo il 19/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non  rientranti nelle altre materie,PAONE PIETRO  sezione: 7 aula: 3 - A20,"Euro 0,00",PROCEDIMENTO DEFINITO,25/07/1995,504/1995 pubblicata il 20/12/1995,Sentenza di merito/Rigetto,,,,,,,
1995,269,269/1995 iscritto  al ruolo il 19/07/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti nelle altre materie,PICCHINI VIRGINIA sezione: 7 aula: 1 - D6,"Euro 0,00",PROCEDIMENTO DEFINITO,26/07/1995,31/1995 pubblicata il 27/07/1995,Sentenza di merito/Rigetto,,,,,,,
1995,270,270/1995 iscritto al ruolo  il 19/07/1995,OR - 145999 - Altre ipotesi di  responsabilita'  Extracontr. non ricomprese nelle altre materie (art. 2043),RIGAZZI ERNESTO sezione: 7 aula: 3 - A20,"Euro 0,00",PROCEDIMENTO DEFINITO,31/07/1995,78/1995 pubblicata il 25/11/1995,Sentenza di merito/Rigetto,,,,,,,
1995,271,271/1995 iscritto  al ruolo  il 19/07/1995,OR - 101003 - Opposizione di terzo ex artt.  404 e  ss. c.p.c.,LANZONE PASQUALE sezione: 2 aula: 3 - A21,"Euro 0,00",PROCEDIMENTO  DEFINITO,28/07/1995,,,,,,,,,
1995,272,272/1995 iscritto al ruolo il 19/07/1995,OR - 101003 - Opposizione di terzo ex  artt. 404 e ss.  c.p.c.,DI  CASTRI LUIGI sezione: 2 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,24/10/1995,677/2002 pubblicata il 31/01/2002,Sentenza di merito/Rigetto,"Euro 1.032,91",,,,,,
1995,273,273/1995 iscritto al ruolo il 20/07/1995,OR - 145999 - Altre ipotesi  di  responsabilita' Extracontr. non ricomprese  nelle  altre materie (art.  2043),DELLA  CROCE DI DOJOLA VITTORIO sezione: 3 aula: -,"Euro 0,00",CANCELLATO,19/09/1995,,,,,,,,,
1995,274,274/1995 iscritto al ruolo il 20/07/1995,OR - 145999 - Altre ipotesi  di responsabilita' Extracontr. non ricomprese nelle altre materie (art.  2043),DENTICO GIOVANNI sezione: 3 aula: -,"Euro 0,00",CANCELLATO,1/12/1995,,,,,,,,,
1995,275,275/1995  iscritto al ruolo il 20/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in  materia di  risarcimento  danno,FACCI  ALDO sezione: 3 aula: 2 - C22,"Euro 0,00",CANCELLATO,1/12/1995,,,,,,,,,
1995,276,276/1995  iscritto al ruolo  il 20/07/1995,OR - 101003 - Opposizione  di  terzo ex  artt. 404 e ss. c.p.c.,MACCARIO MARIA GIOVANNA  sezione: 7 aula: -,"Euro 0,00",CANCELLATO,10/10/1995,,,,,,,,,
1995,277,277/1995 iscritto al ruolo il 21/07/1995,OR - 101003 - Opposizione di  terzo ex artt.  404 e ss. c.p.c.,LOVINO ELISABETTA sezione: 2 aula: -,"Euro  0,00",CANCELLATO,20/11/1995,,,,,,,,,
1995,278,278/1995  iscritto al ruolo il 21/07/1995,OR - 101003 - Opposizione di terzo ex  artt. 404  e ss. c.p.c.,SACERDOTE FRANCA sezione: 7 aula: 3 - A25,"Euro  0,00",CANCELLATO,10/11/1995,,,,,,,,,
1995,279,279/1995 iscritto al  ruolo il 21/07/1995,OR - 145009 - Azioni di  competenza del Giudice di  Pace  in  materia di risarcimento danno,FALCHI CATERINA sezione: 3 aula: 3 - A22,"Euro  0,00",CANCELLATO,6/11/1995,,,,,,,,,
1995,280,280/1995 iscritto al ruolo  il 21/07/1995,OR - 145009 - Azioni di competenza  del Giudice di  Pace  in  materia di risarcimento danno,FALCO ELIANA  sezione: 7 aula: 3 - A21,"Euro 0,00",PROCEDIMENTO DEFINITO,25/07/1995,488/1996 pubblicata il 18/03/1996,Sentenza di merito/Rigetto,,,,,,,
1995,281,281/1995 iscritto  al ruolo il 21/07/1995,OR - 101003 - Opposizione di terzo  ex  artt. 404 e ss.  c.p.c.,MACIS IGNAZIO  sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,22/11/1995,,,,,,,,,
1995,282,282/1995 iscritto  al  ruolo il 21/07/1995,OR - 101003 - Opposizione di terzo ex artt. 404  e ss. c.p.c.,MORBILLI  PAOLA sezione: 7 aula: 3 - A21 BIS,"Euro 0,00",CANCELLATO,24/10/1995,,,,,,,,,
1995,283,283/1995 iscritto al ruolo  il 21/07/1995,OR - 709999 - Altri atti amministrativi,MURANTE MICHELE  sezione: 1 aula: 2 - B12,"Euro 0,00",PROCEDIMENTO DEFINITO,24/07/1995,,,,,,,,,
1995,284,284/1995  iscritto al ruolo il 22/07/1995,OR - 140999 - Altri contratti tipici ed  obbligazioni  non rientranti nelle altre materie,MATASSI MARIO sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,2/10/1995,,,,,,,,,
1995,285,285/1995 iscritto al ruolo il 22/07/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti nelle altre materie,MACCARIO MARIA  GIOVANNA sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,3/10/1995,,,,,,,,,
1995,286,286/1995 iscritto  al ruolo il 22/07/1995,OR - 145009 - Azioni di competenza del Giudice  di Pace in materia di risarcimento danno,FANTINI FRANCO sezione: 1 aula: 2 - B13,"Euro 0,00",CANCELLATO,20/09/1995,,,,,,,,,
1995,287,287/1995 iscritto al ruolo  il 22/07/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace in materia  di  risarcimento danno,FERRARO  LAURA  sezione: 3 aula: 3 - C23,"Euro 0,00",CANCELLATO,23/11/1995,,,,,,,,,
1995,288,288/1995 iscritto al  ruolo il 22/07/1995,OR - 145009 - Azioni di competenza del  Giudice di  Pace in  materia di  risarcimento danno,GODIO RAUL sezione: 3 aula: 3 - C26,"Euro  0,00",CANCELLATO,25/11/1995,,,,,,,,,
1995,289,289/1995 iscritto al  ruolo il 24/07/1995,OR - 101003 - Opposizione di  terzo ex artt. 404 e ss. c.p.c.,ANTRO  ANDREA MARIA sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,13/11/1995,,,,,,,,,
1995,290,290/1995 iscritto  al ruolo il 24/07/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr. non ricomprese nelle altre materie  (art. 2043),GOTTA FERRUCCIO sezione: 3,"Euro 0,00",CANCELLATO,27/11/1995,,,,,,,,,
1995,291,291/1995 iscritto  al ruolo  il 24/07/1995,OR - 145009 - Azioni di competenza  del  Giudice di  Pace in materia di risarcimento danno,BALDONI MARIO  sezione: 3 aula: 3 - C27,"Euro 0,00",CANCELLATO,31/10/1995,,,,,,,,,
1995,292,292/1995  iscritto al ruolo il 24/07/1995,OR - 145009 - Azioni  di competenza  del  Giudice  di Pace in materia di risarcimento danno,BONACCORSI ELEONORA sezione: 3 aula: 1 - C7,"Euro 0,00",CANCELLATO,30/10/1995,,,,,,,,,
1995,293,293/1995 iscritto al ruolo il 24/07/1995,OR - 145009 - Azioni di competenza  del Giudice di Pace in materia di risarcimento  danno,BORDINI  GRAZIELLA sezione: 6 aula: 2 - D10,"Euro 0,00",CANCELLATO,16/10/1995,,,,,,,,,
1995,294,294/1995 iscritto  al  ruolo il 25/07/1995,OR - 140999 - Altri  contratti tipici ed obbligazioni non rientranti nelle  altre materie,UGONA ALBERTO sezione: 7 aula: 1 - A14,"Euro  0,00",PROCEDIMENTO DEFINITO,21/09/1995,,,,,,,,,
1995,295,295/1995 iscritto al ruolo il 25/07/1995,OR - 101003 - Opposizione di terzo ex artt.  404 e  ss. c.p.c.,TORCHIO CARLO sezione: 7 aula: 3 - A26,"Euro  0,00",CANCELLATO,14/12/1995,,,,,,,,,
1995,296,296/1995 iscritto al ruolo  il 25/07/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr.  non ricomprese nelle altre materie (art.  2043),MONTALTO  UGO LUIGI sezione: 4 aula: -,"Euro  0,00",PROCEDIMENTO  DEFINITO,20/10/1995,,,,,,,,,
1995,297,297/1995 iscritto al  ruolo il 26/07/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr.  non ricomprese nelle altre materie (art. 2043),RIGOLINO BARBERIS FRANCESCO sezione: 5 aula: 1 - C1,"Euro 0,00",CANCELLATO,5/10/1995,,,,,,,,,
1995,298,298/1995  iscritto al  ruolo il 26/07/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr.  non ricomprese nelle altre materie (art. 2043),MATASSI MARIO  sezione: 7 aula: -,"Euro 0,00",CANCELLATO,27/11/1995,,,,,,,,,
1995,299,299/1995 iscritto al ruolo il 26/07/1995,OR - 145999 - Altre ipotesi di responsabilita' Extracontr. non ricomprese nelle altre materie (art. 2043),SANTACROCE CESARE sezione: 5 aula: 1 - C3,"Euro 0,00",CANCELLATO,12/12/1995,,,,,,,,,
1995,300,300/1995 iscritto al  ruolo il 26/07/1995,OR - 145009 - Azioni di competenza del Giudice di  Pace  in materia di risarcimento danno,SIRACUSA GIOSUE' sezione: 5 aula: 1 - C7,"Euro 0,00",CANCELLATO,17/10/1995,,,,,,,,,
1995,301,301/1995 iscritto al  ruolo  il 26/07/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni  non rientranti nelle  altre materie,MORBILLI  PAOLA sezione: 7 aula: 3 - A21 BIS,"Euro  0,00",PROCEDIMENTO  DEFINITO,31/10/1995,399/1996 pubblicata il 05/03/1996,Sentenza di merito/Rigetto,,,,,,,
1995,302,302/1995  iscritto al ruolo il 26/07/1995,OR - 145009 - Azioni di competenza del Giudice  di Pace  in materia  di risarcimento  danno,SORIENTE CARLO  sezione: 5,"Euro  0,00",PROCEDIMENTO DEFINITO,22/09/1995,341/1995 pubblicata il 29/11/1995,Sentenza di merito/Rigetto,,,,,,,
1995,303,303/1995 iscritto al ruolo il 26/07/1995,OR - 145009 - Azioni  di competenza  del Giudice di Pace in materia di risarcimento danno,TRAINA  SALVATORE  sezione: 5 aula: -,"Euro 0,00",CANCELLATO,8/11/1995,,,,,,,,,
1995,304,304/1995  iscritto al ruolo il 26/07/1995,OR - 140999 - Altri contratti  tipici ed obbligazioni non rientranti nelle  altre materie,NEGRI RITA sezione: 7 aula: 3 - A22,"Euro  0,00",PROCEDIMENTO DEFINITO,30/10/1995,,,,,,,,,
1995,305,305/1995  iscritto  al  ruolo il 26/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre  materie,PALASCIANO NORBERTO  sezione: 7 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,30/10/1995,,,,,,,,,
1995,306,306/1995 iscritto al ruolo  il 26/07/1995,OR - 140999 - Altri contratti tipici  ed obbligazioni non  rientranti  nelle altre materie,PAONE  PIETRO  sezione: 7 aula: 3 - A20,"Euro 0,00",PROCEDIMENTO  DEFINITO,7/11/1995,,,,,,,,,
1995,307,307/1995  iscritto al ruolo il 27/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace  in  materia  di  risarcimento danno,TRINCANATO PATRIZIO sezione: 5 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,8/11/1995,1239/1996 pubblicata il 12/06/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,308,308/1995 iscritto al ruolo il 27/07/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace in materia di risarcimento  danno,VECCHI  GAETANO sezione: 5 aula: 1 - C3,"Euro 0,00",PROCEDIMENTO DEFINITO,19/09/1995,168/1996 pubblicata il 02/02/1996,Sentenza di merito/Rigetto,,,,,,,
1995,309,309/1995  iscritto al  ruolo il 27/07/1995,OR - 145009 - Azioni di competenza del Giudice  di Pace in materia  di risarcimento  danno,VEGLIA  MARIA LUISA sezione: 5 aula: 1 - C3,"Euro 0,00",CANCELLATO,20/09/1995,,,,,,,,,
1995,310,310/1995 iscritto al ruolo il 27/07/1995,OR - 145009 - Azioni di competenza  del Giudice di Pace in materia di  risarcimento  danno,PAGLIALONGA GABRIELLA sezione: 5 aula: -,"Euro  0,00",CANCELLATO,20/09/1995,,,,,,,,,
1995,311,311/1995 iscritto al ruolo il 27/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre materie,MACIS IGNAZIO  sezione: 7 aula: -,"Euro  0,00",PROCEDIMENTO  DEFINITO,20/09/1995,134/1995 pubblicata il 28/10/1995,Sentenza di merito/Rigetto,,,,,,,
1995,312,312/1995 iscritto al ruolo il 27/07/1995,OR - 101003 - Opposizione di terzo ex artt. 404 e ss. c.p.c.,ARNEODO SEVERINA  sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO DEFINITO,31/10/1995,,,,,,,,,
1995,313,313/1995 iscritto al  ruolo il 27/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia  di risarcimento danno,PALESTINI  ANNA  MARIA sezione: 5 aula: 1 - C6,"Euro 0,00",CANCELLATO,4/12/1995,,,,,,,,,
1995,314,314/1995 iscritto al ruolo il 27/07/1995,OR - 140999 - Altri  contratti tipici ed  obbligazioni  non rientranti nelle  altre materie,BATTAGLIA  ROSA  sezione: 6 aula: 2 - D13,"Euro  0,00",PROCEDIMENTO DEFINITO,4/10/1995,148/1995 pubblicata il 30/10/1995,Sentenza di merito/Rigetto,,,,,,,
1995,315,315/1995  iscritto al ruolo  il 27/07/1995,OR - 145009 - Azioni  di competenza del Giudice  di Pace  in  materia di risarcimento danno,FACCI ALDO  sezione: 3 aula: 2 - C22,"Euro 0,00",PROCEDIMENTO DEFINITO,13/10/1995,1155/1996 pubblicata il 31/05/1996,Sentenza di merito/Accoglimento,,,,,,,
1995,316,316/1995 iscritto  al  ruolo il 27/07/1995,OR - 145009 - Azioni di  competenza  del Giudice di Pace in materia  di risarcimento danno,FALCHI  CATERINA sezione: 3 aula: 3 - A22,"Euro  0,00",CANCELLATO,30/10/1995,,,,,,,,,
1995,317,317/1995 iscritto al  ruolo il 28/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non  rientranti  nelle altre  materie,BRUNO FRANCO GIUSEPPE sezione: 6 aula: -,"Euro 0,00",PROCEDIMENTO  DEFINITO,4/10/1995,,,,,,,,,
1995,318,318/1995  iscritto al ruolo il 28/07/1995,OR - 145009 - Azioni di competenza del  Giudice di  Pace  in materia  di risarcimento  danno,FALCO  ELIANA sezione: 7 aula: 3 - A21,"Euro 0,00",CANCELLATO,24/10/1995,,,,,,,,,
1995,319,319/1995 iscritto al  ruolo il 28/07/1995,OR - 145009 - Azioni  di competenza del  Giudice di Pace in materia  di risarcimento  danno,BOUVET  MICHELE sezione: 6 aula: -,"Euro 0,00",CANCELLATO,9/10/1995,,,,,,,,,
1995,320,320/1995  iscritto al  ruolo  il 28/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni non rientranti nelle altre  materie,BOCCALATTE MARZIANO sezione: 6 aula: -,"Euro  0,00",CANCELLATO,30/10/1995,,,,,,,,,
1995,321,321/1995  iscritto  al ruolo il 28/07/1995,OR - 145999 - Altre ipotesi  di responsabilita'  Extracontr.  non ricomprese  nelle altre materie  (art.  2043),PAPPALETTERE PASQUALE  sezione: 5 aula: 1 - C2,"Euro 0,00",CANCELLATO,20/09/1995,,,,,,,,,
1995,322,322/1995 iscritto  al ruolo il 28/07/1995,OR - 145009 - Azioni di competenza  del Giudice  di Pace  in materia  di risarcimento danno,PEYRON GIUSEPPE sezione: 5 aula: -,"Euro 0,00",CANCELLATO,31/07/1995,,,,,,,,,
1995,323,323/1995 iscritto al ruolo il 28/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace  in materia di risarcimento  danno,FANTINI FRANCO sezione: 1 aula: 2 - B13,"Euro 0,00",CANCELLATO,25/10/1995,,,,,,,,,
1995,324,324/1995  iscritto al ruolo il 28/07/1995,OR - 145009 - Azioni di competenza del Giudice  di Pace in materia  di  risarcimento danno,FERRARO LAURA sezione: 3 aula: 3 - C23,"Euro 0,00",CANCELLATO,16/11/1995,,,,,,,,,
1995,325,325/1995  iscritto  al  ruolo il 28/07/1995,OR - 709999 - Altri atti amministrativi,MURANTE MICHELE sezione: 1 aula: 2 - B12,"Euro 0,00",SOSPESO,25/10/1995,,,,,,,,,
1995,326,326/1995 iscritto al ruolo il 28/07/1995,OR - 709999 - Altri atti amministrativi,PERRICONE LUDOVICO  sezione: 1 aula: -,"Euro 0,00",CANCELLATO,31/10/1995,,,,,,,,,
1995,327,327/1995 iscritto  al ruolo  il 28/07/1995,OR - 709999 - Altri atti amministrativi,PESATO  ADRIANO  sezione: 1 aula: 2 - B12,"Euro 0,00",PROCEDIMENTO DEFINITO,18/10/1995,,,,,,,,,
1995,328,328/1995 iscritto al  ruolo il 28/07/1995,OR - 145009 - Azioni  di competenza  del  Giudice  di Pace in materia  di risarcimento danno,GODIO  RAUL sezione: 3 aula: 3 - C26,"Euro 0,00",CANCELLATO,20/09/1995,,,,,,,,,
1995,329,329/1995  iscritto al  ruolo il 29/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in  materia di risarcimento danno,GOTTA FERRUCCIO  sezione: 3,"Euro 0,00",PROCEDIMENTO  DEFINITO,30/10/1995,1022/1996 pubblicata il 21/05/1996,Sentenza di merito/Rigetto,,,,,,,
1995,330,330/1995  iscritto al ruolo il 29/07/1995,OR - 145009 - Azioni di  competenza del Giudice di Pace in materia di risarcimento danno,BALDONI MARIO sezione: 3 aula: 3 - C27,"Euro 0,00",CANCELLATO,31/10/1995,,,,,,,,,
1995,331,331/1995 iscritto al ruolo il 29/07/1995,OR - 101003 - Opposizione di  terzo ex artt. 404  e ss. c.p.c.,CARIDI ANTONINO sezione: 6 aula: 2 - D15,"Euro 0,00",PROCEDIMENTO  DEFINITO,30/11/1995,,,,,,,,,
1995,332,332/1995  iscritto al ruolo il 29/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia di risarcimento danno,BONACCORSI ELEONORA sezione: 3 aula: 1 - C7,"Euro 0,00",PROCEDIMENTO  DEFINITO,9/10/1995,176/1997 pubblicata il 28/01/1997,Sentenza di merito/Accoglimento,,,,,,,
1995,333,333/1995  iscritto al ruolo il 29/07/1995,OR - 145009 - Azioni di competenza del Giudice di Pace in materia di  risarcimento danno,BORDINI GRAZIELLA  sezione: 6 aula: 2 - D10,"Euro 0,00",CANCELLATO,9/10/1995,,,,,,,,,
1995,334,334/1995  iscritto al ruolo  il 31/07/1995,OR - 101003 - Opposizione  di terzo  ex artt.  404 e ss. c.p.c.,GALLI ALESSANDRA  sezione: 6 aula: -,"Euro 0,00",CANCELLATO,5/12/1995,,,,,,,,,
1995,335,335/1995  iscritto  al ruolo il 31/07/1995,OR - 145009 - Azioni  di competenza del Giudice di Pace in  materia di risarcimento danno,CAMPI  VITTORE sezione: 3 aula: 3 - C21,"Euro 0,00",CANCELLATO,25/10/1995,,,,,,,,,
1995,336,336/1995 iscritto  al ruolo il 31/07/1995,OR - 140999 - Altri contratti tipici ed obbligazioni  non rientranti nelle altre  materie,CAVAGNERO LIDIA sezione: 3 aula: -,"Euro  0,00",PROCEDIMENTO DEFINITO,25/10/1995,,,,,,,,,
1995,337,337/1995  iscritto al ruolo il 31/07/1995,OR - 145009 - Azioni di competenza del  Giudice di Pace in  materia di risarcimento danno,CHIONO  MARIA LUISA  sezione: 3 aula: 3 - C20,"Euro 0,00",CANCELLATO,8/11/1995,,,,,,,,,
1995,338,338/1995  iscritto  al  ruolo il 31/07/1995,OR - 140999 - Altri contratti tipici  ed  obbligazioni non rientranti  nelle altre materie,CORTESE GIORGIO sezione: 6 aula: 2 - D12,"Euro 0,00",PROCEDIMENTO DEFINITO,8/11/1995,,,,,,,,,
